,datetime,open,high,low,close,volume
99,2022-05-25 04:00:00+00:00,138.43,141.785,138.34,140.52,99358798.0
100,2022-05-26 04:00:00+00:00,137.39,144.34,137.14,143.78,99878236.0
101,2022-05-27 04:00:00+00:00,145.39,149.68,145.26,149.64,100950098.0
102,2022-05-31 04:00:00+00:00,149.07,150.66,146.84,148.84,121269886.0
103,2022-06-01 04:00:00+00:00,149.9,151.74,147.68,148.71,78943522.0
104,2022-06-02 04:00:00+00:00,147.83,151.27,146.86,151.21,78517901.0
105,2022-06-03 04:00:00+00:00,146.9,147.97,144.46,145.38,94319460.0
106,2022-06-06 04:00:00+00:00,147.03,148.5689,144.9,146.14,74857319.0
107,2022-06-07 04:00:00+00:00,144.345,149.0,144.1,148.71,73477251.0
108,2022-06-08 04:00:00+00:00,148.58,149.8697,147.46,147.96,58484475.0
109,2022-06-09 04:00:00+00:00,147.08,147.95,142.53,142.64,75612751.0
110,2022-06-10 04:00:00+00:00,140.28,140.76,137.06,137.13,101534275.0
111,2022-06-13 04:00:00+00:00,132.87,135.2,131.44,131.88,135261516.0
112,2022-06-14 04:00:00+00:00,133.13,133.89,131.48,132.76,92179405.0
113,2022-06-15 04:00:00+00:00,134.29,137.34,132.16,135.43,101304819.0
114,2022-06-16 04:00:00+00:00,132.08,132.39,129.04,130.06,120184627.0
115,2022-06-17 04:00:00+00:00,130.065,133.079,129.81,131.56,168771047.0
116,2022-06-21 04:00:00+00:00,133.42,137.06,133.32,135.87,91630121.0
117,2022-06-22 04:00:00+00:00,134.79,137.76,133.91,135.35,80880070.0
118,2022-06-23 04:00:00+00:00,136.82,138.59,135.63,138.27,77932990.0
119,2022-06-24 04:00:00+00:00,139.9,141.91,139.77,141.66,110368722.0
120,2022-06-27 04:00:00+00:00,142.695,143.49,140.965,141.66,77728499.0
121,2022-06-28 04:00:00+00:00,142.13,143.422,137.325,137.44,76133876.0
122,2022-06-29 04:00:00+00:00,137.46,140.67,136.67,139.23,71179247.0
123,2022-06-30 04:00:00+00:00,137.25,138.37,133.7737,136.72,114697715.0
124,2022-07-01 04:00:00+00:00,136.04,139.04,135.66,138.93,77594243.0
125,2022-07-05 04:00:00+00:00,137.77,141.61,136.93,141.56,79904746.0
126,2022-07-06 04:00:00+00:00,141.355,144.12,141.08,142.92,78938366.0
127,2022-07-07 04:00:00+00:00,143.29,146.55,143.28,146.35,72731949.0
128,2022-07-08 04:00:00+00:00,145.265,147.55,145.0,147.04,68264699.0
129,2022-07-11 04:00:00+00:00,145.67,146.64,143.78,144.87,69704810.0
130,2022-07-12 04:00:00+00:00,145.76,148.45,145.05,145.86,84620032.0
131,2022-07-13 04:00:00+00:00,142.99,146.45,142.1201,145.49,77731553.0
132,2022-07-14 04:00:00+00:00,144.08,148.95,143.25,148.47,83018114.0
133,2022-07-15 04:00:00+00:00,149.78,150.86,148.2,150.17,86944893.0
134,2022-07-18 04:00:00+00:00,150.74,151.57,146.7,147.07,87239346.0
135,2022-07-19 04:00:00+00:00,147.92,151.23,146.91,151.0,93332247.0
136,2022-07-20 04:00:00+00:00,151.12,153.72,150.37,153.04,70872515.0
137,2022-07-21 04:00:00+00:00,154.5,155.57,151.94,155.35,70606217.0
138,2022-07-22 04:00:00+00:00,155.39,156.28,153.41,154.09,72318038.0
139,2022-07-25 04:00:00+00:00,154.01,155.04,152.28,152.95,57738116.0
140,2022-07-26 04:00:00+00:00,152.265,153.085,150.8,151.6,60764637.0
141,2022-07-27 04:00:00+00:00,152.58,157.33,152.16,156.79,89223566.0
142,2022-07-28 04:00:00+00:00,156.98,157.64,154.41,157.35,86806681.0
143,2022-07-29 04:00:00+00:00,161.24,163.63,159.5,162.51,114785404.0
144,2022-08-01 04:00:00+00:00,161.01,163.59,160.89,161.51,73670876.0
145,2022-08-02 04:00:00+00:00,160.1,162.41,159.63,160.01,63962594.0
146,2022-08-03 04:00:00+00:00,160.84,166.59,160.75,166.13,90300252.0
147,2022-08-04 04:00:00+00:00,166.005,167.19,164.43,165.81,59549979.0
148,2022-08-05 04:00:00+00:00,163.21,165.85,163.0,165.35,61905528.0
149,2022-08-08 04:00:00+00:00,166.37,167.81,164.2,164.87,63810659.0
150,2022-08-09 04:00:00+00:00,164.02,165.82,163.25,164.92,70056143.0
151,2022-08-10 04:00:00+00:00,167.68,169.34,166.9,169.24,77906820.0
152,2022-08-11 04:00:00+00:00,170.06,170.99,168.19,168.49,61943923.0
153,2022-08-12 04:00:00+00:00,169.82,172.17,169.4,172.1,75555239.0
154,2022-08-15 04:00:00+00:00,171.52,173.39,171.345,173.19,58741635.0
155,2022-08-16 04:00:00+00:00,172.78,173.71,171.6618,173.03,60575237.0
156,2022-08-17 04:00:00+00:00,172.77,176.15,172.57,174.55,84217231.0
157,2022-08-18 04:00:00+00:00,173.75,174.9,173.12,174.15,66756106.0
158,2022-08-19 04:00:00+00:00,173.03,173.74,171.3101,171.52,79638699.0
159,2022-08-22 04:00:00+00:00,169.69,169.86,167.135,167.57,76355924.0
160,2022-08-23 04:00:00+00:00,167.08,168.71,166.65,167.23,58090092.0
161,2022-08-24 04:00:00+00:00,167.32,168.11,166.245,167.53,58542963.0
162,2022-08-25 04:00:00+00:00,168.78,170.14,168.35,170.03,56573006.0
163,2022-08-26 04:00:00+00:00,170.57,171.05,163.56,163.62,90147274.0
164,2022-08-29 04:00:00+00:00,161.145,162.9,159.82,161.38,78255530.0
165,2022-08-30 04:00:00+00:00,162.13,162.56,157.72,158.91,82758508.0
166,2022-08-31 04:00:00+00:00,160.305,160.58,157.14,157.22,104165447.0
167,2022-09-01 04:00:00+00:00,156.64,158.42,154.67,157.96,79346064.0
168,2022-09-02 04:00:00+00:00,159.75,160.362,154.965,155.81,83452944.0
169,2022-09-06 04:00:00+00:00,156.47,157.09,153.69,154.53,78705759.0
170,2022-09-07 04:00:00+00:00,154.825,156.67,153.61,155.96,94015457.0
171,2022-09-08 04:00:00+00:00,154.64,156.36,152.68,154.46,91449721.0
172,2022-09-09 04:00:00+00:00,155.47,157.82,154.75,157.37,74228109.0
173,2022-09-12 04:00:00+00:00,159.59,164.26,159.3,163.43,112676884.0
174,2022-09-13 04:00:00+00:00,159.9,160.54,153.37,153.84,135428401.0
175,2022-09-14 04:00:00+00:00,154.785,157.1,153.6106,155.31,95004894.0
176,2022-09-15 04:00:00+00:00,154.65,155.24,151.38,152.37,97514431.0
177,2022-09-16 04:00:00+00:00,151.21,151.35,148.37,150.7,218997344.0
178,2022-09-19 04:00:00+00:00,149.31,154.56,149.1,154.48,87533890.0
179,2022-09-20 04:00:00+00:00,153.4,158.08,153.08,156.9,113203270.0
180,2022-09-21 04:00:00+00:00,157.34,158.74,153.6,153.72,107498655.0
181,2022-09-22 04:00:00+00:00,152.38,154.47,150.91,152.74,92021722.0
182,2022-09-23 04:00:00+00:00,151.19,151.47,148.56,150.43,101813197.0
183,2022-09-26 04:00:00+00:00,149.66,153.7701,149.64,150.77,100616414.0
184,2022-09-27 04:00:00+00:00,152.74,154.72,149.945,151.76,91032702.0
185,2022-09-28 04:00:00+00:00,147.64,150.6414,144.84,149.84,155823686.0
186,2022-09-29 04:00:00+00:00,146.1,146.72,140.68,142.48,137415955.0
187,2022-09-30 04:00:00+00:00,141.28,143.1,138.0,138.2,141390692.0
188,2022-10-03 04:00:00+00:00,138.21,143.07,137.685,142.45,124534891.0
189,2022-10-04 04:00:00+00:00,145.03,146.22,144.26,146.1,96785630.0
190,2022-10-05 04:00:00+00:00,144.075,147.38,143.01,146.4,83933253.0
191,2022-10-06 04:00:00+00:00,145.81,147.54,145.22,145.43,72586982.0
192,2022-10-07 04:00:00+00:00,142.54,143.1,139.445,140.09,95901316.0
193,2022-10-10 04:00:00+00:00,140.42,141.89,138.5729,140.42,80719147.0
194,2022-10-11 04:00:00+00:00,139.9,141.35,138.22,138.98,82627051.0
195,2022-10-12 04:00:00+00:00,139.13,140.36,138.16,138.34,76229576.0
196,2022-10-13 04:00:00+00:00,134.99,143.59,134.37,142.99,121491577.0
197,2022-10-14 04:00:00+00:00,144.31,144.52,138.19,138.38,97254054.0
198,2022-10-17 04:00:00+00:00,141.065,142.9,140.27,142.41,94281241.0
199,2022-10-18 04:00:00+00:00,145.49,146.7,140.61,143.75,103909236.0
200,2022-10-19 04:00:00+00:00,141.69,144.9492,141.5,143.86,66281889.0
201,2022-10-20 04:00:00+00:00,143.02,145.89,142.65,143.39,70436249.0
202,2022-10-21 04:00:00+00:00,142.87,147.8479,142.649,147.27,97497286.0
203,2022-10-24 04:00:00+00:00,147.185,150.23,146.0,149.45,82543225.0
204,2022-10-25 04:00:00+00:00,150.09,152.49,149.36,152.34,82217447.0
205,2022-10-26 04:00:00+00:00,150.96,151.99,148.04,149.35,96231685.0
206,2022-10-27 04:00:00+00:00,148.07,149.046,144.13,144.8,116248070.0
207,2022-10-28 04:00:00+00:00,148.2,157.5,147.82,155.74,174641131.0
208,2022-10-31 04:00:00+00:00,153.155,154.24,151.92,153.34,110376310.0
209,2022-11-01 04:00:00+00:00,155.08,155.45,149.13,150.65,85451780.0
210,2022-11-02 04:00:00+00:00,148.945,152.17,145.0,145.03,101743648.0
211,2022-11-03 04:00:00+00:00,142.06,142.8,138.75,138.88,105214797.0
212,2022-11-04 04:00:00+00:00,142.09,142.67,134.38,138.38,149550241.0
213,2022-11-07 05:00:00+00:00,137.11,139.145,135.671,138.92,89935797.0
214,2022-11-08 05:00:00+00:00,140.41,141.43,137.49,139.5,97268373.0
215,2022-11-09 05:00:00+00:00,138.5,138.55,134.5933,134.87,84442456.0
216,2022-11-10 05:00:00+00:00,141.24,146.87,139.5,146.87,136303919.0
217,2022-11-11 05:00:00+00:00,145.82,150.01,144.37,149.7,103060509.0
218,2022-11-14 05:00:00+00:00,148.97,150.28,147.43,148.28,80885473.0
219,2022-11-15 05:00:00+00:00,152.215,153.59,148.5613,150.04,96306279.0
220,2022-11-16 05:00:00+00:00,149.13,149.87,147.29,148.79,71463063.0
221,2022-11-17 05:00:00+00:00,146.43,151.48,146.15,150.72,86649104.0
222,2022-11-18 05:00:00+00:00,152.305,152.7,149.97,151.29,84106843.0
223,2022-11-21 05:00:00+00:00,150.16,150.37,147.715,148.01,64466896.0
224,2022-11-22 05:00:00+00:00,148.13,150.42,146.925,150.18,58685320.0
225,2022-11-23 05:00:00+00:00,149.45,151.83,149.34,151.07,62774756.0
226,2022-11-25 05:00:00+00:00,148.305,148.88,147.12,148.11,38776713.0
227,2022-11-28 05:00:00+00:00,145.14,146.64,143.38,144.22,78281391.0
228,2022-11-29 05:00:00+00:00,144.29,144.81,140.355,141.17,89801206.0
229,2022-11-30 05:00:00+00:00,141.395,148.72,140.55,148.03,131183862.0
230,2022-12-01 05:00:00+00:00,148.21,149.13,146.61,148.31,78588359.0
231,2022-12-02 05:00:00+00:00,145.96,148.0,145.65,147.81,75015411.0
232,2022-12-05 05:00:00+00:00,147.77,150.9199,145.77,146.63,74981324.0
233,2022-12-06 05:00:00+00:00,147.075,147.3,141.92,142.91,72151911.0
234,2022-12-07 05:00:00+00:00,142.19,143.37,140.0,140.94,77308359.0
235,2022-12-08 05:00:00+00:00,142.36,143.52,141.1,142.65,68832111.0
236,2022-12-09 05:00:00+00:00,142.34,145.57,140.9,142.16,84840144.0
237,2022-12-12 05:00:00+00:00,142.7,144.5,141.06,144.49,78289096.0
238,2022-12-13 05:00:00+00:00,149.5,149.9692,144.24,145.47,102204603.0
239,2022-12-14 05:00:00+00:00,145.35,146.655,141.16,143.21,89974435.0
240,2022-12-15 05:00:00+00:00,141.11,141.8,136.025,136.5,110421981.0
241,2022-12-16 05:00:00+00:00,136.685,137.65,133.73,134.51,220048084.0
242,2022-12-19 05:00:00+00:00,135.11,135.2,131.32,132.37,87427188.0
243,2022-12-20 05:00:00+00:00,131.39,133.25,129.89,132.3,83636668.0
244,2022-12-21 05:00:00+00:00,132.98,136.81,132.75,135.45,95563192.0
245,2022-12-22 05:00:00+00:00,134.352,134.56,130.3,132.23,86659361.0
246,2022-12-23 05:00:00+00:00,130.92,132.415,129.64,131.86,67631560.0
247,2022-12-27 05:00:00+00:00,131.38,131.41,128.72,130.03,74304546.0
248,2022-12-28 05:00:00+00:00,129.67,131.0275,125.87,126.04,90551969.0
249,2022-12-29 05:00:00+00:00,127.99,130.4814,127.73,129.61,81821550.0
250,2022-12-30 05:00:00+00:00,128.41,129.95,127.43,129.93,85865255.0
